,"(mm) Grass Reference ET (URMA) at -120.2609E,39.4333N, 1985-10-01 to 2025-11-01"
"2017-12-26",1.2578
"2017-12-27",1.6932
"2017-12-28",1.5962
"2017-12-29",2.187
"2017-12-30",1.9365
"2017-12-31",0.988
"2018-01-01",0.6353
"2018-01-02",0.4297
"2018-01-03",0.4848
"2018-01-04",0.494
"2018-01-05",0.382
"2018-01-06",0.8016
"2018-01-07",0.5495
"2018-01-08",0.3785
"2018-01-09",0.2703
"2018-01-10",0.5564
"2018-01-11",0.7967
"2018-01-12",0.8705
"2018-01-13",0.7254
"2018-01-14",0.6108
"2018-01-15",1.0155
"2018-01-16",0.6419
"2018-01-17",1.0496
"2018-01-18",0.946
"2018-01-19",0.7373
"2018-01-20",0.6555
"2018-01-21",0.7136
"2018-01-22",0.6213
"2018-01-23",1.0406
"2018-01-24",1.3738
"2018-01-25",0.539
"2018-01-26",0.7607
"2018-01-27",0.7605
"2018-01-28",0.7859
"2018-01-29",0.7501
"2018-01-30",2.0226
"2018-01-31",1.1844
"2018-02-01",1.0021
"2018-02-02",1.1414
"2018-02-03",1.3119
"2018-02-04",1.0914
"2018-02-05",1.3875
"2018-02-06",1.3308
"2018-02-07",1.3234
"2018-02-08",1.4536
"2018-02-09",1.3358
"2018-02-10",1.6583
"2018-02-11",1.4536
"2018-02-12",0.6384
"2018-02-13",1.1678
"2018-02-14",1.3748
"2018-02-15",1.377
"2018-02-16",1.765
"2018-02-17",2.14
"2018-02-18",1.1102
"2018-02-19",0.6865
"2018-02-20",0.9263
"2018-02-21",1.1687
"2018-02-22",0.6966
"2018-02-23",0.9344
"2018-02-24",0.7796
"2018-02-25",1.4866
"2018-02-26",0.7786
"2018-02-27",1.2447
"2018-02-28",0.9887
"2018-03-01",0.7244
"2018-03-02",0.6627
"2018-03-03",0.797
"2018-03-04",0.962
"2018-03-05",1.6563
"2018-03-06",1.5784
"2018-03-07",1.8871
"2018-03-08",1.6317
"2018-03-09",1.486
"2018-03-10",0.815
"2018-03-11",1.6028
"2018-03-12",1.7706
"2018-03-13",1.0605
"2018-03-14",0.904
"2018-03-15",0.9247
"2018-03-16",0.877
"2018-03-17",0.9385
"2018-03-18",1.5436
"2018-03-19",2.0843
"2018-03-20",1.1354
"2018-03-21",1.0197
"2018-03-22",0.7717
"2018-03-23",1.7924
"2018-03-24",1.0872
"2018-03-25",1.1609
"2018-03-26",2.223
"2018-03-27",2.5317
"2018-03-28",2.6411
"2018-03-29",2.434
"2018-03-30",2.8555
"2018-03-31",3.2372
"2018-04-01",3.4909
"2018-04-02",2.6335
"2018-04-03",2.7921
"2018-04-04",2.5582
"2018-04-05",2.4888
"2018-04-06",1.1703
"2018-04-07",1.6402
"2018-04-08",3.3686
"2018-04-09",3.4465
"2018-04-10",3.1137
"2018-04-11",2.5819
"2018-04-12",1.6278
"2018-04-13",2.9827
"2018-04-14",3.2992
"2018-04-15",2.2245
"2018-04-16",1.3372
"2018-04-17",2.4159
"2018-04-18",1.5307
"2018-04-19",1.516
"2018-04-20",3.5714
"2018-04-21",3.8343
"2018-04-22",3.907
"2018-04-23",3.7411
"2018-04-24",3.4607
"2018-04-25",4.299
"2018-04-26",3.7545
"2018-04-27",3.6143
"2018-04-28",2.5998
"2018-04-29",1.8627
"2018-04-30",1.8018
"2018-05-01",2.604
"2018-05-02",3.4033
"2018-05-03",4.1487
"2018-05-04",4.1835
"2018-05-05",2.9689
"2018-05-06",4.2801
"2018-05-07",4.901
"2018-05-08",4.8189
"2018-05-09",4.5716
"2018-05-10",4.3699
"2018-05-11",3.488
"2018-05-12",2.2838
"2018-05-13",2.1478
"2018-05-14",2.8173
"2018-05-15",2.2109
"2018-05-16",1.3867
"2018-05-17",1.8967
"2018-05-18",2.9232
"2018-05-19",3.3071
"2018-05-20",4.0446
"2018-05-21",2.486
"2018-05-22",2.4718
"2018-05-23",2.5106
"2018-05-24",2.8363
"2018-05-25",1.83
"2018-05-26",1.714
"2018-05-27",3.4576
"2018-05-28",4.8546
"2018-05-29",4.975
"2018-05-30",5.1021
"2018-05-31",4.6896
"2018-06-01",4.8891
"2018-06-02",5.4459
"2018-06-03",5.8485
"2018-06-04",6.0931
"2018-06-05",5.7688
"2018-06-06",5.1509
"2018-06-07",5.3988
"2018-06-08",5.6173
"2018-06-09",3.4782
"2018-06-10",4.9538
"2018-06-11",5.6052
"2018-06-12",5.906
"2018-06-13",6.3961
"2018-06-14",6.4461
"2018-06-15",5.9239
"2018-06-16",5.4256
"2018-06-17",2.3536
"2018-06-18",3.7167
"2018-06-19",4.8639
"2018-06-20",6.2668
"2018-06-21",6.2284
"2018-06-22",5.8565
"2018-06-23",6.0311
"2018-06-24",6.2807
"2018-06-25",6.9139
"2018-06-26",6.9134
"2018-06-27",6.7525
"2018-06-28",6.1562
"2018-06-29",5.0719
"2018-06-30",6.0254
"2018-07-01",6.0643
"2018-07-02",6.3307
"2018-07-03",6.0952
"2018-07-04",5.8308
"2018-07-05",6.1081
"2018-07-06",5.3765
"2018-07-07",6.4777
"2018-07-08",6.9007
"2018-07-09",6.738
"2018-07-10",6.3004
"2018-07-11",6.1689
"2018-07-12",5.7481
"2018-07-13",3.9213
"2018-07-14",5.448
"2018-07-15",5.6684
"2018-07-16",5.8218
"2018-07-17",6.1607
"2018-07-18",5.9264
"2018-07-19",6.1057
"2018-07-20",5.3704
"2018-07-21",5.4645
"2018-07-22",4.3061
"2018-07-23",4.9979
"2018-07-24",5.6153
"2018-07-25",5.6836
"2018-07-26",5.5053
"2018-07-27",5.9423
"2018-07-28",5.7224
"2018-07-29",4.6355
"2018-07-30",4.1479
"2018-07-31",4.9201
"2018-08-01",6.0095
"2018-08-02",6.1465
"2018-08-03",5.8744
"2018-08-04",5.0888
"2018-08-05",5.1423
"2018-08-06",4.9765
"2018-08-07",5.6444
"2018-08-08",5.3547
"2018-08-09",5.4997
"2018-08-10",5.2622
"2018-08-11",5.5408
"2018-08-12",5.6492
"2018-08-13",5.2355
"2018-08-14",3.962
"2018-08-15",5.169
"2018-08-16",5.4141
"2018-08-17",5.4134
"2018-08-18",5.451
"2018-08-19",5.5256
"2018-08-20",5.6855
"2018-08-21",5.2182
"2018-08-22",5.0994
"2018-08-23",5.311
"2018-08-24",5.0816
"2018-08-25",5.235
"2018-08-26",5.1024
"2018-08-27",5.238
"2018-08-28",4.431
"2018-08-29",4.4607
"2018-08-30",4.7373
"2018-08-31",3.9119
"2018-09-01",4.3168
"2018-09-02",4.549
"2018-09-03",4.2869
"2018-09-04",4.1458
"2018-09-05",4.1199
"2018-09-06",4.5611
"2018-09-07",4.7351
"2018-09-08",4.8731
"2018-09-09",4.3239
"2018-09-10",4.4719
"2018-09-11",4.9165
"2018-09-12",4.061
"2018-09-13",3.8995
"2018-09-14",3.8508
"2018-09-15",3.7217
"2018-09-16",4.3566
"2018-09-17",4.0546
"2018-09-18",3.8414
"2018-09-19",3.3935
"2018-09-20",3.4769
"2018-09-21",4.0238
"2018-09-22",4.1972
"2018-09-23",4.1422
"2018-09-24",3.4344
"2018-09-25",3.4998
"2018-09-26",3.4332
"2018-09-27",3.2902
"2018-09-28",3.6501
"2018-09-29",3.1999
"2018-09-30",3.2206
"2018-10-01",3.1393
"2018-10-02",2.7578
"2018-10-03",1.1637
"2018-10-04",0.992
"2018-10-05",1.7921
"2018-10-06",1.2317
"2018-10-07",2.048
"2018-10-08",2.4454
"2018-10-09",2.4736
"2018-10-10",1.2314
"2018-10-11",1.5429
"2018-10-12",2.41
"2018-10-13",2.5673
"2018-10-14",2.059
"2018-10-15",2.2686
"2018-10-16",2.3333
"2018-10-17",2.3698
"2018-10-18",2.3709
"2018-10-19",2.5906
"2018-10-20",2.3812
"2018-10-21",2.1038
"2018-10-22",2.0804
"2018-10-23",1.7581
"2018-10-24",2.2851
"2018-10-25",1.9471
"2018-10-26",1.7889
"2018-10-27",2.2691
"2018-10-28",2.023
"2018-10-29",1.394
"2018-10-30",1.611
"2018-10-31",1.2362
"2018-11-01",1.4304
"2018-11-02",1.8572
"2018-11-03",1.2436
"2018-11-04",2.1576
"2018-11-05",1.725
"2018-11-06",1.5947
"2018-11-07",1.971
"2018-11-08",1.4502
"2018-11-09",1.6096
"2018-11-10",1.6308
"2018-11-11",1.1819
"2018-11-12",1.1037
"2018-11-13",1.1577
"2018-11-14",1.3786
"2018-11-15",1.4838
"2018-11-16",1.5432
"2018-11-17",1.3691
"2018-11-18",1.2891
"2018-11-19",1.1124
"2018-11-20",1.6553
"2018-11-21",1.128
"2018-11-22",0.4904
"2018-11-23",0.4732
"2018-11-24",0.8575
"2018-11-25",0.9101
"2018-11-26",0.8598
"2018-11-27",0.6749
"2018-11-28",0.3956
"2018-11-29",0.3184
"2018-11-30",0.5509
"2018-12-01",0.369
"2018-12-02",0.4743
"2018-12-03",0.5564
"2018-12-04",0.1602
"2018-12-05",0.2244
"2018-12-06",0.2195
"2018-12-07",0.3827
"2018-12-08",0.6912
"2018-12-09",0.8076
"2018-12-10",0.3354
"2018-12-11",0.6719
"2018-12-12",0.8188
"2018-12-13",1.0089
"2018-12-14",1.7246
"2018-12-15",1.1312
"2018-12-16",1.3465
"2018-12-17",0.7666
"2018-12-18",0.8508
"2018-12-19",0.6073
"2018-12-20",1.5483
"2018-12-21",0.1962
"2018-12-22",0.502
"2018-12-23",0.4293
"2018-12-24",0.2595
"2018-12-25",0.2825
"2018-12-26",0.632
"2018-12-27",0.4599
"2018-12-28",0.6316
"2018-12-29",0.7287
"2018-12-30",1.1346
"2018-12-31",0.5595
"2019-01-01",0.8997
"2019-01-02",0.687
"2019-01-03",0.8579
"2019-01-04",0.8379
"2019-01-05",0.9346
"2019-01-06",0.2769
"2019-01-07",0.3705
"2019-01-08",0.5552
"2019-01-09",0.383
"2019-01-10",0.5685
"2019-01-11",0.5517
"2019-01-12",0.6405
"2019-01-13",0.7771
"2019-01-14",0.4477
"2019-01-15",0.1725
"2019-01-16",0.3755
"2019-01-17",0.3322
"2019-01-18",0.449
"2019-01-19",0.3987
"2019-01-20",0.3047
"2019-01-21",0.3511
"2019-01-22",0.6931
"2019-01-23",0.9122
"2019-01-24",0.7916
"2019-01-25",0.9588
"2019-01-26",0.7079
"2019-01-27",1.0369
"2019-01-28",0.5352
"2019-01-29",0.4446
"2019-01-30",0.8174
"2019-01-31",0.9999
"2019-02-01",0.6447
"2019-02-02",0.4655
"2019-02-03",0.3211
"2019-02-04",0.431
"2019-02-05",0.482
"2019-02-06",0.5065
"2019-02-07",0.5852
"2019-02-08",0.3573
"2019-02-09",0.4322
"2019-02-10",0.5738
"2019-02-11",1.0572
"2019-02-12",1.0515
"2019-02-13",0.5507
"2019-02-14",0.527
"2019-02-15",0.5073
"2019-02-16",0.551
"2019-02-17",0.5191
"2019-02-18",0.7702
"2019-02-19",1.2401
"2019-02-20",0.7338
"2019-02-21",0.6332
"2019-02-22",1.2344
"2019-02-23",0.8944
"2019-02-24",0.9067
"2019-02-25",0.8859
"2019-02-26",0.5131
"2019-02-27",0.7177
"2019-02-28",0.7919
"2019-03-01",0.9221
"2019-03-02",0.6859
"2019-03-03",0.8147
"2019-03-04",1.0736
"2019-03-05",0.8252
"2019-03-06",0.6644
"2019-03-07",0.7114
"2019-03-08",0.6705
"2019-03-09",0.9491
"2019-03-10",0.8959
"2019-03-11",1.3761
"2019-03-12",1.247
"2019-03-13",1.7546
"2019-03-14",1.613
"2019-03-15",2.2037
"2019-03-16",2.2918
"2019-03-17",2.1917
"2019-03-18",2.4157
"2019-03-19",2.0653
"2019-03-20",1.1401
"2019-03-21",0.9954
"2019-03-22",1.1449
"2019-03-23",0.9878
"2019-03-24",2.2858
"2019-03-25",2.275
"2019-03-26",1.1516
"2019-03-27",0.9097
"2019-03-28",1.2865
"2019-03-29",1.8727
"2019-03-30",2.4806
"2019-03-31",2.5693
"2019-04-01",1.3451
"2019-04-02",1.2041
"2019-04-03",1.7886
"2019-04-04",1.6495
"2019-04-05",1.0983
"2019-04-06",1.2952
"2019-04-07",1.7847
"2019-04-08",1.822
"2019-04-09",1.7013
"2019-04-10",2.9139
"2019-04-11",1.3756
"2019-04-12",2.615
"2019-04-13",3.1549
"2019-04-14",2.1558
"2019-04-15",1.7488
"2019-04-16",2.0673
"2019-04-17",2.9209
"2019-04-18",3.5458
"2019-04-19",3.408
"2019-04-20",1.9907
"2019-04-21",2.4567
"2019-04-22",3.7922
"2019-04-23",3.5243
"2019-04-24",4.0531
"2019-04-25",4.0881
"2019-04-26",4.3182
"2019-04-27",4.1027
"2019-04-28",3.9572
"2019-04-29",3.2656
"2019-04-30",1.5288
"2019-05-01",3.2355
"2019-05-02",3.7342
"2019-05-03",3.43
"2019-05-04",4.1593
"2019-05-05",3.4216
"2019-05-06",3.1139
"2019-05-07",3.3694
"2019-05-08",3.5603
"2019-05-09",3.2776
"2019-05-10",4.1108
"2019-05-11",4.4889
"2019-05-12",3.9186
"2019-05-13",4.3528
"2019-05-14",3.0389
"2019-05-15",1.6075
"2019-05-16",1.5141
"2019-05-17",2.0357
"2019-05-18",1.6793
"2019-05-19",1.7774
"2019-05-20",2.3551
"2019-05-21",1.7134
"2019-05-22",1.8985
"2019-05-23",1.7405
"2019-05-24",2.5886
"2019-05-25",2.0682
"2019-05-26",1.974
"2019-05-27",1.7234
"2019-05-28",2.3616
"2019-05-29",2.9958
"2019-05-30",2.2852
"2019-05-31",3.1071
"2019-06-01",3.7155
"2019-06-02",3.3527
"2019-06-03",3.8744
"2019-06-04",4.7555
"2019-06-05",4.968
"2019-06-06",4.7963
"2019-06-07",4.2612
"2019-06-08",4.6438
"2019-06-09",4.8094
"2019-06-10",5.0333
"2019-06-11",5.3976
"2019-06-12",4.4873
"2019-06-13",4.7926
"2019-06-14",4.5378
"2019-06-15",4.9372
"2019-06-16",3.9666
"2019-06-17",4.4976
"2019-06-18",5.5583
"2019-06-19",5.3714
"2019-06-20",5.1652
"2019-06-21",4.8285
"2019-06-22",5.0359
"2019-06-23",5.3274
"2019-06-24",5.1757
"2019-06-25",5.0674
"2019-06-26",4.62
"2019-06-27",4.468
"2019-06-28",3.6542
"2019-06-29",4.6526
"2019-06-30",5.1072
"2019-07-01",5.2407
"2019-07-02",5.2843
"2019-07-03",4.976
"2019-07-04",4.9149
"2019-07-05",5.0953
"2019-07-06",5.2202
"2019-07-07",4.3297
"2019-07-08",5.2453
"2019-07-09",5.1314
"2019-07-10",5.4472
"2019-07-11",5.7529
"2019-07-12",5.7097
"2019-07-13",5.87
"2019-07-14",5.8653
"2019-07-15",5.7766
"2019-07-16",4.9075
"2019-07-17",5.3325
"2019-07-18",5.7013
"2019-07-19",5.3934
"2019-07-20",5.2483
"2019-07-21",4.9617
"2019-07-22",5.694
"2019-07-23",4.5381
"2019-07-24",5.6841
"2019-07-25",4.7373
"2019-07-26",4.1715
"2019-07-27",5.0884
"2019-07-28",5.2852
"2019-07-29",5.5676
"2019-07-30",5.4471
"2019-07-31",5.3537
"2019-08-01",5.4342
"2019-08-02",5.3873
"2019-08-03",5.4847
"2019-08-04",5.162
"2019-08-05",4.9642
"2019-08-06",4.1859
"2019-08-07",4.8
"2019-08-08",4.8115
"2019-08-09",3.8046
"2019-08-10",2.9237
"2019-08-11",4.4963
"2019-08-12",4.8295
"2019-08-13",5.0019
"2019-08-14",5.2602
"2019-08-15",5.3395
"2019-08-16",5.3041
"2019-08-17",5.0705
"2019-08-18",4.8714
"2019-08-19",4.8581
"2019-08-20",4.7717
"2019-08-21",4.3069
"2019-08-22",4.1416
"2019-08-23",4.6041
"2019-08-24",4.9196
"2019-08-25",5.2033
"2019-08-26",4.6467
"2019-08-27",4.2626
"2019-08-28",4.7081
"2019-08-29",4.5918
"2019-08-30",4.6149
"2019-08-31",4.7454
"2019-09-01",4.7004
"2019-09-02",4.845
"2019-09-03",4.5843
"2019-09-04",3.126
"2019-09-05",3.3504
"2019-09-06",3.9882
"2019-09-07",3.0814
"2019-09-08",4.0675
"2019-09-09",3.223
"2019-09-10",2.363
"2019-09-11",3.2577
"2019-09-12",3.662
"2019-09-13",3.8333
"2019-09-14",4.3581
"2019-09-15",3.7063
"2019-09-16",1.6539
"2019-09-17",2.8958
"2019-09-18",1.5591
"2019-09-19",1.4498
"2019-09-20",2.4568
"2019-09-21",2.9259
"2019-09-22",2.7323
"2019-09-23",2.9298
"2019-09-24",3.2777
"2019-09-25",3.3932
"2019-09-26",3.5779
"2019-09-27",3.3388
"2019-09-28",1.2196
"2019-09-29",1.0177
"2019-09-30",0.9135
"2019-10-01",1.6753
"2019-10-02",2.4721
"2019-10-03",2.4101
"2019-10-04",2.4909
"2019-10-05",2.7123
"2019-10-06",2.5321
"2019-10-07",2.8102
"2019-10-08",2.9736
"2019-10-09",2.3467
"2019-10-10",2.1124
"2019-10-11",2.19
"2019-10-12",2.3431
"2019-10-13",2.1457
"2019-10-14",2.2108
"2019-10-15",2.4791
"2019-10-16",2.2911
"2019-10-17",1.9365
"2019-10-18",1.8153
"2019-10-19",1.2983
"2019-10-20",1.854
"2019-10-21",1.9322
"2019-10-22",1.9412
"2019-10-23",2.0687
"2019-10-24",1.7252
"2019-10-25",2.2934
"2019-10-26",2.4374
"2019-10-27",1.3059
"2019-10-28",1.9237
"2019-10-29",1.5919
"2019-10-30",1.233
"2019-10-31",1.6893
"2019-11-01",1.457
"2019-11-02",1.7909
"2019-11-03",1.6531
"2019-11-04",1.5641
"2019-11-05",1.6502
"2019-11-06",1.6202
"2019-11-07",1.4841
"2019-11-08",1.5745
"2019-11-09",1.5948
"2019-11-10",1.5089
"2019-11-11",1.2004
"2019-11-12",1.6652
"2019-11-13",1.1355
"2019-11-14",1.548
"2019-11-15",1.6351
"2019-11-16",1.37
"2019-11-17",1.3781
"2019-11-18",2.0062
"2019-11-19",1.3142
"2019-11-20",0.4365
"2019-11-21",0.8152
"2019-11-22",0.5228
"2019-11-23",0.9351
"2019-11-24",1.1893
"2019-11-25",1.0313
"2019-11-26",0.402
"2019-11-27",0.3687
"2019-11-28",0.261
"2019-11-29",0.2952
"2019-11-30",0.163
"2019-12-01",0.173
"2019-12-02",0.1284
"2019-12-03",0.3667
"2019-12-04",0.1332
"2019-12-05",0.4587
"2019-12-06",0.8684
"2019-12-07",0.3505
"2019-12-08",0.4352
"2019-12-09",0.3332
"2019-12-10",0.7205
"2019-12-11",0.3066
"2019-12-12",0.5495
"2019-12-13",0.2795
"2019-12-14",0.4862
"2019-12-15",0.4398
"2019-12-16",0.6148
"2019-12-17",0.3229
"2019-12-18",0.6157
"2019-12-19",0.6187
"2019-12-20",1.0724
"2019-12-21",2.1001
"2019-12-22",1.0683
"2019-12-23",0.1412
"2019-12-24",0.4159
"2019-12-25",0.2661
"2019-12-26",0.398
"2019-12-27",0.5803
"2019-12-28",0.5529
"2019-12-29",0.2803
"2019-12-30",0.558
"2019-12-31",0.5774
"2020-01-01",0.5727
"2020-01-02",0.6439
"2020-01-03",0.9053
"2020-01-04",1.0112
"2020-01-05",0.9
"2020-01-06",0.7866
"2020-01-07",1.2905
"2020-01-08",0.602
"2020-01-09",0.4573
"2020-01-10",0.8985
"2020-01-11",0.4703
"2020-01-12",0.6213
"2020-01-13",0.783
"2020-01-14",0.4169
"2020-01-15",1.1389
"2020-01-16",0.8749
"2020-01-17",0.5119
"2020-01-18",0.7836
"2020-01-19",0.6763
"2020-01-20",0.8681
"2020-01-21",0.3838
"2020-01-22",0.8623
"2020-01-23",0.6468
"2020-01-24",0.7068
"2020-01-25",1.2899
"2020-01-26",0.4749
"2020-01-27",0.6562
"2020-01-28",0.7907
"2020-01-29",0.7391
"2020-01-30",0.7503
"2020-01-31",1.1619
"2020-02-01",2.1993
"2020-02-02",0.768
"2020-02-03",1.0027
"2020-02-04",1.1977
"2020-02-05",1.024
"2020-02-06",1.5481
"2020-02-07",1.6276
"2020-02-08",2.3433
"2020-02-09",1.0164
"2020-02-10",1.8925
"2020-02-11",1.7981
"2020-02-12",1.4694
"2020-02-13",1.781
"2020-02-14",1.6299
"2020-02-15",1.5801
"2020-02-16",1.5462
"2020-02-17",1.6323
"2020-02-18",1.6615
"2020-02-19",1.406
"2020-02-20",1.4886
"2020-02-21",1.4335
"2020-02-22",1.7786
"2020-02-23",1.8842
"2020-02-24",1.8943
"2020-02-25",2.0842
"2020-02-26",2.2684
"2020-02-27",1.863
"2020-02-28",1.7478
"2020-02-29",2.1932
"2020-03-01",0.6991
"2020-03-02",1.8275
"2020-03-03",2.0849
"2020-03-04",2.2509
"2020-03-05",2.3607
"2020-03-06",3.123
"2020-03-07",0.9704
"2020-03-08",1.1992
"2020-03-09",1.5698
"2020-03-10",2.2784
"2020-03-11",1.9846
"2020-03-12",2.6999
"2020-03-13",2.3068
"2020-03-14",0.722
"2020-03-15",0.6321
"2020-03-16",0.9219
"2020-03-17",0.843
"2020-03-18",0.8229
"2020-03-19",1.3869
"2020-03-20",1.4731
"2020-03-21",1.5798
"2020-03-22",1.8278
"2020-03-23",0.9501
"2020-03-24",1.1272
"2020-03-25",1.1167
"2020-03-26",1.2055
"2020-03-27",1.8413
"2020-03-28",1.1757
"2020-03-29",1.5904
"2020-03-30",1.1327
"2020-03-31",1.4591
"2020-04-01",2.1503
"2020-04-02",2.5412
"2020-04-03",3.0002
"2020-04-04",1.1843
"2020-04-05",0.8298
"2020-04-06",1.5372
"2020-04-07",1.6207
"2020-04-08",2.941
"2020-04-09",2.4656
"2020-04-10",2.9865
"2020-04-11",3.201
"2020-04-12",2.8482
"2020-04-13",3.1533
"2020-04-14",3.2975
"2020-04-15",3.4551
"2020-04-16",2.9248
"2020-04-17",2.4742
"2020-04-18",2.4936
"2020-04-19",2.3195
"2020-04-20",2.0777
"2020-04-21",3.0633
"2020-04-22",3.0777
"2020-04-23",3.8129
"2020-04-24",3.7988
"2020-04-25",3.5547
"2020-04-26",4.1849
"2020-04-27",3.7742
"2020-04-28",4.1376
"2020-04-29",3.8658
"2020-04-30",3.7203
"2020-05-01",3.7682
"2020-05-02",3.7016
"2020-05-03",3.7833
"2020-05-04",3.9832
"2020-05-05",4.4136
"2020-05-06",4.3886
"2020-05-07",4.6454
"2020-05-08",4.6954
"2020-05-09",4.635
"2020-05-10",4.3958
"2020-05-11",3.9001
"2020-05-12",1.4185
"2020-05-13",1.7847
"2020-05-14",1.4299
"2020-05-15",3.422
"2020-05-16",3.9652
"2020-05-17",1.6662
"2020-05-18",1.5944
"2020-05-19",1.9239
"2020-05-20",2.4418
"2020-05-21",4.1412
"2020-05-22",3.8893
"2020-05-23",4.5563
"2020-05-24",4.9537
"2020-05-25",5.449
"2020-05-26",5.2081
"2020-05-27",5.4923
"2020-05-28",5.6859
"2020-05-29",4.5899
"2020-05-30",2.4347
"2020-05-31",3.6876
"2020-06-01",2.8478
"2020-06-02",4.8702
"2020-06-03",5.4204
"2020-06-04",5.4924
"2020-06-05",5.3912
"2020-06-06",3.0363
"2020-06-07",2.3948
"2020-06-08",3.7589
"2020-06-09",4.2647
"2020-06-10",4.7722
"2020-06-11",5.2611
"2020-06-12",3.8439
"2020-06-13",2.7103
"2020-06-14",4.4956
"2020-06-15",3.1698
"2020-06-16",4.4294
"2020-06-17",4.6354
"2020-06-18",5.0592
"2020-06-19",5.2258
"2020-06-20",5.357
"2020-06-21",5.4688
"2020-06-22",5.576
"2020-06-23",5.3639
"2020-06-24",5.3209
"2020-06-25",5.214
"2020-06-26",5.6963
"2020-06-27",6.0447
"2020-06-28",4.8493
"2020-06-29",4.3453
"2020-06-30",4.9709
"2020-07-01",5.1345
"2020-07-02",5.1137
"2020-07-03",5.2721
"2020-07-04",5.6748
"2020-07-05",5.7493
"2020-07-06",5.8793
"2020-07-07",5.3385
"2020-07-08",5.3796
"2020-07-09",5.3553
"2020-07-10",5.625
"2020-07-11",5.8675
"2020-07-12",5.7489
"2020-07-13",5.9915
"2020-07-14",5.4036
"2020-07-15",5.4375
"2020-07-16",5.1996
"2020-07-17",5.5653
"2020-07-18",5.4427
"2020-07-19",5.2534
"2020-07-20",5.0123
"2020-07-21",5.1387
"2020-07-22",4.4475
"2020-07-23",4.484
"2020-07-24",4.9233
"2020-07-25",4.8127
"2020-07-26",4.784
"2020-07-27",4.3232
"2020-07-28",5.1067
"2020-07-29",5.4247
"2020-07-30",5.1288
"2020-07-31",5.3869
"2020-08-01",5.3614
"2020-08-02",5.5377
"2020-08-03",5.4302
"2020-08-04",5.1824
"2020-08-05",5.0352
"2020-08-06",5.0223
"2020-08-07",4.6473
"2020-08-08",4.8945
"2020-08-09",4.8954
"2020-08-10",4.5668
"2020-08-11",4.8823
"2020-08-12",5.3684
"2020-08-13",5.3057
"2020-08-14",4.5202
"2020-08-15",5.0667
"2020-08-16",4.3101
"2020-08-17",4.4652
"2020-08-18",4.9378
"2020-08-19",4.791
"2020-08-20",4.9314
"2020-08-21",4.675
"2020-08-22",4.8624
"2020-08-23",4.3617
"2020-08-24",4.5247
"2020-08-25",4.1343
"2020-08-26",4.4535
"2020-08-27",4.3922
"2020-08-28",4.4163
"2020-08-29",4.5828
"2020-08-30",4.4396
"2020-08-31",4.0489
"2020-09-01",4.2828
"2020-09-02",4.4087
"2020-09-03",4.6096
"2020-09-04",4.8297
"2020-09-05",4.4556
"2020-09-06",4.0383
"2020-09-07",4.6356
"2020-09-08",4.1995
"2020-09-09",4.0714
"2020-09-10",3.1655
"2020-09-11",3.7257
"2020-09-12",3.9216
"2020-09-13",3.6468
"2020-09-14",4.0574
"2020-09-15",3.6296
"2020-09-16",3.4512
"2020-09-17",3.7929
"2020-09-18",3.6757
"2020-09-19",3.0999
"2020-09-20",3.3889
"2020-09-21",3.9132
"2020-09-22",3.8345
"2020-09-23",3.9113
"2020-09-24",4.2974
"2020-09-25",3.6664
"2020-09-26",3.1005
"2020-09-27",3.5144
"2020-09-28",4.0617
"2020-09-29",3.4317
"2020-09-30",3.0342
"2020-10-01",3.3977
"2020-10-02",3.274
"2020-10-03",3.24
"2020-10-04",3.0539
"2020-10-05",3.1735
"2020-10-06",3.0047
"2020-10-07",3.148
"2020-10-08",2.4054
"2020-10-09",2.7292
"2020-10-10",1.8615
"2020-10-11",2.5269
"2020-10-12",3.0379
"2020-10-13",3.117
"2020-10-14",2.5941
"2020-10-15",2.5844
"2020-10-16",2.4589
"2020-10-17",2.6311
"2020-10-18",2.6921
"2020-10-19",2.2117
"2020-10-20",2.1664
"2020-10-21",2.5999
"2020-10-22",1.8703
"2020-10-23",2.0645
"2020-10-24",2.242
"2020-10-25",1.5582
"2020-10-26",2.0181
"2020-10-27",2.3981
"2020-10-28",1.8332
"2020-10-29",1.7775
"2020-10-30",2.2611
"2020-10-31",1.9739
"2020-11-01",1.6448
"2020-11-02",2.0137
"2020-11-03",2.0595
"2020-11-04",1.8748
"2020-11-05",1.9986
"2020-11-06",1.0864
"2020-11-07",0.6916
"2020-11-08",0.5281
"2020-11-09",0.6676
"2020-11-10",1.281
"2020-11-11",1.4849
"2020-11-12",1.4934
"2020-11-13",0.7334
"2020-11-14",0.9299
"2020-11-15",1.6367
"2020-11-16",1.5961
"2020-11-17",2.4421
"2020-11-18",0.3961
"2020-11-19",0.9542
"2020-11-20",0.7767
"2020-11-21",0.7696
"2020-11-22",1.1797
"2020-11-23",0.858
"2020-11-24",0.8867
"2020-11-25",0.8333
"2020-11-26",0.9287
"2020-11-27",0.7659
"2020-11-28",0.8156
"2020-11-29",0.8175
"2020-11-30",1.6824
"2020-12-01",0.7937
"2020-12-02",0.9005
"2020-12-03",0.9177
"2020-12-04",0.6538
"2020-12-05",1.029
"2020-12-06",1.0571
"2020-12-07",0.9713
"2020-12-08",1.1285
"2020-12-09",1.1041
"2020-12-10",1.0572
"2020-12-11",0.9483
